5,1480,1176,1497
5,1476,1176,1497
5,1476,1171,1491
5,1470,1174,1494
5,1480,1172,1493
5,1475,1175,1489
5,1473,1175,1494
5,1476,1177,1488
5,1474,1181,1504
5,1478,1183,1495
5,1475,1173,1495
5,1474,1181,1502
5,1478,1177,1489
5,1477,1173,1487
5,1480,1173,1490
5,1476,1180,1495
5,1480,1177,1490
5,1466,1178,1495
5,1474,1173,1495
5,1473,1177,1500
5,1475,1175,1497
5,1465,1178,1497
5,1471,1182,1493
5,1478,1173,1495
5,1477,1170,1495
5,1474,1176,1497
5,1479,1179,1489
5,1481,1178,1499
5,1483,1176,1494
5,1474,1180,1496
5,1474,1175,1493
5,1478,1175,1495
5,1470,1182,1494
