id,timestamp,groupid,from_mac,to_mac,sensorvalue_a,sensorvalue_b,sensorvalue_c,sensorvalue_d,sensorvalue_e,sensorvalue_f
630,2023-11-16 12:23:29,10,0,0,4.0,1478.0,1515.0,1794.0,0.0,0
631,2023-11-16 12:23:29,10,0,0,4.0,1476.0,1519.0,1792.0,0.0,0
632,2023-11-16 12:23:29,10,0,0,4.0,1476.0,1509.0,1790.0,0.0,0
633,2023-11-16 12:23:29,10,0,0,4.0,1479.0,1510.0,1808.0,0.0,0
634,2023-11-16 12:23:29,10,0,0,4.0,1468.0,1513.0,1791.0,0.0,0
635,2023-11-16 12:23:29,10,0,0,4.0,1470.0,1521.0,1790.0,0.0,0
636,2023-11-16 12:23:29,10,0,0,4.0,1472.0,1512.0,1792.0,0.0,0
637,2023-11-16 12:23:29,10,0,0,4.0,1487.0,1516.0,1792.0,0.0,0
638,2023-11-16 12:23:29,10,0,0,4.0,1478.0,1515.0,1792.0,0.0,0
639,2023-11-16 12:23:29,10,0,0,4.0,1472.0,1518.0,1792.0,0.0,0
640,2023-11-16 12:23:29,10,0,0,4.0,1477.0,1515.0,1788.0,0.0,0
641,2023-11-16 12:23:29,10,0,0,4.0,1476.0,1514.0,1787.0,0.0,0
642,2023-11-16 12:23:29,10,0,0,4.0,1480.0,1515.0,1792.0,0.0,0
643,2023-11-16 12:23:29,10,0,0,4.0,1472.0,1518.0,1785.0,0.0,0
644,2023-11-16 12:23:29,10,0,0,4.0,1470.0,1517.0,1794.0,0.0,0
645,2023-11-16 12:23:29,10,0,0,4.0,1472.0,1517.0,1789.0,0.0,0
646,2023-11-16 12:23:29,10,0,0,4.0,1478.0,1512.0,1788.0,0.0,0
